name_last,name_first,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs
Gutiérrez,José,819238.0,gurtij10,gutiejo01,gutier003lui,nan
Wright,Jim,124600.0,wrigj104,wrighji01,wright009jam,1014282
Lopata,Stan,117910.0,lopas101,lopatst01,lopata001sta,1007749
Sears,Todd,331492.0,seart001,searsto01,sears-001tod,1645
Foote,Jake,819508.0,footj101,footeja01,foote-002---,nan
Smith,Zane,122473.0,smitz001,smithza01,smith-001zan,1012218
Medlen,Kris,450665.0,medlk001,medlekr01,medlen001kri,9417
Flint,Silver,114245.0,flins101,flintsi01,flint-001sil,1004162
Guevara,Giomar,115227.0,guevg001,guevagi01,guevar001gio,1005123
Flynn,Joe,114269.0,flynj101,flynnjo01,flynn-001joe,1004185
Tabaka,Jeff,123068.0,tabaj001,tabakje01,tabaka001jef,1012802
Legg,Greg,117633.0,leggg001,legggr01,legg--001gre,1007481
Saunders,Doug,121713.0,saund001,saunddo01,saunde001dou,1011461
Lehr,Clarence,117639.0,lehrc101,lehrcl01,lehr--001cla,1007488
Whitney,Frank,124220.0,whitf102,whitnfr01,whitne001fra,1013907
Diorio,Ron,113383.0,diorm101,dioriro01,diorio001ron,1003318
Brentz,Bryce,518490.0,brenb002,brentbr01,brentz001bry,10607
Ostermueller,Fritz,120102.0,ostef101,osterfr01,osterm001fre,1009883
Walsh,Joe,123885.0,walsj102,walshjo01,walsh-002joe,1013575
Sasaki,Kazuhiro,277408.0,sasak001,sasakka01,sasaki001kaz,1098
Bolton,Rod,111182.0,boltr001,boltoro01,bolton001rod,1001154
Vaughn,Farmer,123676.0,vaugf101,vaughfa01,vaughn001far,1013381
Eschen,Larry,113895.0,eschl101,eschela01,eschen001law,1003822
Taber,John,123071.0,tabej101,taberjo01,taber-001joh,1012804
Kirby,John,117112.0,kirbj101,kirbyjo01,kirby-002joh,1006962
Coumbe,Fritz,112735.0,coumf101,coumbfr01,coumbe001fre,1002675
Martínez,Pasqual,818307.0,martp107,martipa04,martin000pas,nan
Welzer,Tony,124082.0,welzt101,welzeto01,welzer001ant,1013775
Callahan,Ben,111883.0,callb101,callabe01,callah001ben,1001838
Guillén,Ozzie,115230.0,guilo001,guilloz01,guille001osw,1005125
Janeski,Gerry,116489.0,janej101,janesje01,janesk001ger,1006356
Whited,Ed,124196.0,white003,whiteed02,whited001edw,1013868
Zaske,Jeff,124746.0,zaskj001,zaskeje01,zaske-001llo,1014421
Allen,Hank,110145.0,alleh104,allenha02,allen-001har,1000143
Sullivan,John,122951.0,sullj107,sullijo02,sulliv004joh,1012698
Himes,Jack,115960.0,himej101,himesja01,himes-001joh,1005838
Hitt,Bruce,115984.0,hittb101,hittbr01,hitt--001bru,1005862
Vidro,José,123723.0,vidrj001,vidrojo01,vidro-001jos,802
Blair,Clarence,111055.0,blaif101,blairfo01,blair-001cla,1001030
Eatmon,Elbert,819667.0,eatme101,eatmoel01,eatmon000elb,nan
Thomasson,Gary,123271.0,thomg101,thomaga01,thomas004gar,1012977
Tomás,Yasmany,630111.0,tomay001,tomasya01,tomas-001yas,17171
Lipski,Bob,117808.0,lipsb101,lipskbo01,lipski001rob,1007648
Davenport,Lum,113082.0,davel101,davenlu01,davenp001jou,1003019
Robinson,Jeff,121315.0,robij001,robinje01,robins001jef,1011072
Phelps,Cord,543647.0,phelc001,phelpco01,phelps001rob,8631
Hollingsworth,Al,116081.0,holla101,hollial01,hollin001alb,1005955
Buhl,Bob,111675.0,buhlb101,buhlbo01,buhl--001rob,1001637
Wagner,Will,695238.0,wagnw001,wagnewi01,wagner008wil,nan
Hanlon,Bill,115425.0,hanlb101,hanlobi01,hanlon001wil,1005313
Laweryson,Cody,689520.0,lawec001,lawerco01,lawyer000cod,nan
Mercedes,Melvin,542235.0,mercm001,merceme01,merced001mel,10181
O'Mara,Ollie,120010.0,omaro101,o'marol01,omara-001oli,1009799
Duran,Ezequiel,677649.0,durae002,duranez01,duran-000eze,23733
Martin,Stack,818333.0,marts104,martist02,martin028wil,nan
Otten,Jim,120120.0,ottej101,ottenji01,otten-001jam,1009901
Naranjo,Cholly,119652.0,narag101,naranch01,naranj001laz,1009450
Manzanillo,Ravelo,118269.0,manzr001,manzara01,manzan001rav,1008092
Hausman,Tom,115618.0,haust101,hausmto01,hausma001tho,1005505
Young,Chris,455759.0,younc004,youngch04,young-001chr,3882
Anderson,Shaun,641312.0,andes002,andersh01,anders000sha,19453
Paul,Xavier,449082.0,paulx001,paulxa01,paul--001xav,5963
Garrett,Braxton,666129.0,garrb001,garrebr01,garret004bra,21844
Harrison,Josh,543281.0,harrj002,harrijo05,harris006jos,8202
Miller,Keith,119090.0,millk001,milleke01,miller001kei,1008910
Hoes,L. J.,543321.0,hoesl001,hoeslj01,hoes--001jer,6656
Potter,Nels,120703.0,pottn102,pottene01,potter001nel,1010471
Gill,Johnny,114798.0,gillj105,gilljo01,gill--002joh,1004727
Sallee,Slim,121637.0,salls101,sallesl01,sallee001har,1011385
Taylor,Harry,123139.0,taylh104,tayloha01,taylor006har,1012873
Terry,Ralph,123200.0,terrr101,terryra01,terry-002ral,1012929
Brown,Joe,820323.0,browj113,brownjo06,brown-006joe,nan
Fulmer,Michael,605242.0,fulmm001,fulmemi01,fulmer002mic,13218
Long,Thomas,117888.0,longu101,long01,long--002---,1007726
Chandler,Bubba,696149.0,chanb001,chandbu01,chandl002roy,nan
Gear,Dale,114666.0,geard102,gearda01,gear--001dal,1004582
Barrett,Bill,110621.0,barrb102,barrebi01,barret001bil,1000591
Horton,Elmer,116162.0,horte101,hortoel01,horton002elm,1006035
McDonnell,Jim,118650.0,mcdoj101,mcdonji03,mcdonn002jam,1008463
White,Devon,124164.0,whitd001,whitede03,white-001dev,1013862
Moeller,Dennis,119217.0,moeld001,moellde01,moelle001den,1009022
Negray,Ron,119685.0,negrr101,negraro01,negray001ron,1009483
Ryan,Rob,233594.0,ryanr001,ryanro02,ryan--003rob,1011350
Compton,Jack,112543.0,compj101,comptja01,compto001har,1002488
Speer,Kid,122571.0,speek101,speerki01,speer-002geo,1012314
Montemayor,Felipe,119264.0,montf101,montefe01,montem001fel,1009064
Murch,Simmy,119536.0,murcs101,murchsi01,murch-001sim,1009339
Mitchell,Monroe,119199.0,mitcm101,mitchmo01,mitche001mon,1009008
Michaelson,John,119029.0,michj101,michajo01,michae004joh,1008838
Lazar,Danny,117574.0,lazad101,lazarda01,lazar-002joh,1007419
Rath,Gary,133320.0,rathg001,rathga01,rath--001alf,1010708
Furillo,Carl,114495.0,furic101,furilca01,furill001car,1004409
Horst,Jeremy,456662.0,horsj001,horstje01,horst-001jer,596
Snow,Charlie,122496.0,snowc101,snowch01,snow--002cha,1012238
Henderson,Steve,115751.0,hends001,hendest01,hender001ste,1005636
Lindquist,Carl,117785.0,lindc103,lindqca01,lindqu001car,1007624
Mack,Denny,118083.0,mackd101,mackde01,mack--001den,1007915
Jones,Jack,116677.0,jonej107,jonesja02,jones-008jac,1006564
Poole,Jim,120667.0,poolj101,pooleji01,poole-006jam,1010434
Palacios,Rey,120184.0,palar001,palacre01,palaci001rob,1009964
Swan,Andy,123016.0,swana101,swanan01,swan--001and,1012753
Coombs,Jack,112639.0,coomj101,coombja01,coombs001joh,1002583
McCord,Butch,818253.0,mccob106,mccorbu01,mccord001cli,nan
Kustus,Jules,117375.0,kustj101,kustuju01,kustus001jos,1007221
Dohy,Kyle,675971.0,dohyk001,dohyky01,dohy--000kyl,20334
Stoudt,Levi,686651.0,stoul001,stoudle01,stoudt000lev,25650
Smith,Dick,122449.0,smitd103,smithdi01,smith-007ric,1012121
Lundgren,Del,118007.0,lundd101,lundgde01,lundgr001ebi,1007837
Morney,Leroy,818044.0,mornl101,mornele01,morney000ler,nan
Rivers,Mickey,121253.0,rivem001,rivermi01,rivers002joh,1011005
McGuire,Ryan,118736.0,mcgur001,mcguiry01,mcguir001rya,155
Harper,Jack,115493.0,harpj101,harpeja02,harper002joh,1005381
Stammen,Craig,489334.0,stamc001,stammcr01,stamme001cra,7274
Akin,Keegan,669211.0,akink001,akinke01,akin--000kee,19362
Wallace,Dick,816756.0,walld104,walladi01,wallac000dic,nan
Lansford,Joe,117489.0,lansj101,lansfjo01,lansfo001jos,1007332
Hutto,Jim,116372.0,huttj101,huttoji01,hutto-001jam,1006244
Sisler,George,122280.0,sislg101,sislege01,sisler001geo,1012021
Cypert,Al,112982.0,cypea101,cyperal01,cypert001alf,1002917
McDermott,Mickey,118630.0,mcdem102,mcdermi03,mcderm001mau,1008448
Dolsi,Freddy,451767.0,dolsf001,dolsifr01,dolsi-001fre,5424
Stankard,Tom,122664.0,stant102,stankto01,stanka001tho,1012408
Myers,Richie,119627.0,myerr101,myersri01,myers-004ric,1009428
White,Elmer,124168.0,white104,whiteel01,white-001elm,1013869
Mills,Art,119143.0,milla101,millsar01,mills-002art,1008950
Boggs,Brandon,460267.0,boggb001,boggsbr01,boggs-001bra,8021
Herrera,Dilson,599096.0,herrd002,herredi01,herrer000dil,14335
Fitzgerald,Tyler,666149.0,fitzt001,fitzgty01,fitzge000tyl,26208
McClinic,Nat,818252.0,mccln101,mcclina01,mcclin000nat,nan
Else,Harry,819646.0,elseh101,elseha01,else--000har,nan
Fuller,Vern,114481.0,fullv101,fulleve01,fuller001ver,1004398
Moreno,José,119359.0,morej101,morenjo01,moreno002jos,1009164
Prince,Tom,120771.0,print001,princto01,prince001tho,747
Browning,Barret,446135.0,browb004,brownba01,browni001gar,9356
Walton,Jerome,123901.0,waltj001,waltoje01,walton001jer,1013593
Wellman,Brad,124069.0,wellb001,wellmbr01,wellma001bra,1013765
Whaley,Bill,124130.0,whalb102,whalebi01,whaley001wil,1013822
Encarnación,Juan,113845.0,encaj001,encarju01,encarn002jua,320
Wallace,Mike,123863.0,wallm102,wallami01,wallac003mic,1013553
Dyck,Jim,113678.0,dyckj101,dyckji01,dyck--001jam,1003611
Freire,Alejandro,439421.0,freia001,freiral01,freire001ale,8588
Flanagan,Steamer,114215.0,flans101,flanast01,flanag003jam,1004134
Troncoso,Ramón,470462.0,tronr001,troncra01,tronco001ram,4685
Fraley,Jake,641584.0,fralj001,fraleja01,fraley000jak,19260
Compton,Pete,112542.0,compp101,comptpe01,compto001ann,1002490
Fillingim,Dana,114123.0,filld101,fillida01,fillin001dan,1004045
Ellingsen,Bruce,113800.0,ellib104,ellinbr01,elling001har,1003731
Adams,Bob,110064.0,adamb105,adamsbo04,adams-011rob,1000046
Bonifacio,Jorge,593528.0,bonij002,bonifjo01,bonifa001jor,12174
Brown,Leon,111569.0,browl103,brownle02,brown-001leo,1001538
Ramsay,Robert,150171.0,ramsr001,ramsaro01,ramsay001rob,1010682
Fox,Andy,114353.0,fox-a001,foxan01,fox---001and,1379
Blazek,Michael,518468.0,blazm001,blazemi01,blazek001mic,9654
Seelbach,Chuck,121971.0,seelc101,seelbch01,seelba001cha,1011718
Marksberry,Matt,621408.0,markm001,marksma01,marksb002mat,15089
Auerbach,Rick,110376.0,auerr101,auerbri01,auerba001fre,1000362
Bolt,Skye,621450.0,bolts001,boltsk01,bolt--000sky,17723
Martínez,Carlos,465593.0,martc004,martica03,martin008car,3167
Sanchez,Tony,506997.0,sanct001,sanchto01,sanche001ton,6178
Nimmo,Brandon,607043.0,nimmb001,nimmobr01,nimmo-000bra,12927
Purdin,John,120805.0,purdj101,purdijo01,purdin001joh,1010570
Mathias,Mark,664029.0,mathm002,mathima01,mathia000mar,18032
Day,Leon,819827.0,day-l101,dayle99,day---001leo,nan
Wilber,Del,124250.0,wilbd101,wilbede01,wilber001del,1013936
Mincher,Ed,119167.0,mince101,minched01,minche001ed-,1008974
Klippstein,Johnny,117165.0,klipj101,klippjo01,klipps001joh,1007013
Remneas,Alex,121062.0,remna101,remneal01,remnea001ale,1010826
Fournier,Henry,114344.0,fourh101,fournhe01,fourni001hen,1004263
Evers,Hoot,113952.0,everh101,eversho01,evers-001wal,1003875
Driskill,Travis,150344.0,drist001,drisktr01,driski001tra,134
Rehg,Wally,121020.0,rehgw101,rehgwa01,rehg--001wal,1010787
Bruhert,Mike,111622.0,bruhm101,bruhemi01,bruher001mic,1001581
Dorgan,Jerry,113474.0,dorgj101,dorgaje01,dorgan001jer,1003409
Foreman,Frank,114311.0,foref101,foremfr01,forema001fra,1004229
Pasquantino,Vinnie,686469.0,pasqv001,pasquvi01,pasqua000vin,27676
Wills,Ted,124372.0,willt102,willste01,wills-001the,1014054
Boggs,Ray,111151.0,boggr101,boggsra01,boggs-001ray,1001122
Jorgens,Arndt,116762.0,jorga101,jorgear01,jorgen001arn,1006621
Davis,Chris,448801.0,davic003,davisch02,davis-003chr,9272
Barker,Len,110566.0,barkl001,barkele01,barker001leo,1000546
Evans,Darrell,113935.0,evand001,evansda01,evans-001dar,1003864
Estrella,Leo,150471.0,estrl001,estrele01,estrel001leo,277
Schindler,Bill,121813.0,schib101,schinbi01,schind001wil,1011562
Hannivan,Jimmie,115431.0,hannp102,hannipa01,hanniv001pat,1005322
Lang,Marty,117471.0,langm101,langma01,lang--002mar,1007321
Dalrymple,Clay,113014.0,dalrc101,dalrycl01,dalrym001cla,1002950
Johnson,Daniel,669288.0,johnd006,johnsda07,johnso013dan,19643
Iott,Hooks,116398.0,iotth102,iottho01,iott--001cla,1006270
Lefler,Wade,117629.0,leflw101,leflewa01,lefler002wad,1007477
Hensley,Matt,425778.0,hensm001,henslma01,hensle001mat,1924
Landrum,Jesse,117459.0,landj102,landrje01,landru001jes,1007301
Thomas,Red,123261.0,thomr102,thomare01,thomas010rob,1012991
Morrissey,Frank,119419.0,morrf101,morrifr01,morris003mic,1009206
Smith,Willie,122471.0,smitw102,smithwi02,smith-043wil,1012216
Carter,,820161.0,,carte05,carter040---,nan
Frías,Carlos,516910.0,friac001,friasca01,frias-001car,3547
Peltz,John,120365.0,peltj101,peltzjo01,peltz-001joh,1010137
McGinnity,Joe,118713.0,mcgij101,mcginjo01,mcginn001jos,1008527
Monroe,Zach,119254.0,monrz101,monroza01,monroe001zac,1009058
Rivera,Ben,121245.0,riveb001,riverbe01,rivera001bie,1010999
Patterson,Eric,452221.0,patte001,patteer01,patter001eri,9072
Hoglund,Gunnar,680684.0,hoglg001,hoglugu01,hoglun000gun,nan
Gallen,Zac,668678.0,gallz001,galleza01,gallen000zac,19291
Miller,Otis,119102.0,millo102,milleot02,miller001oti,1008919
Dolan,Joe,113425.0,dolaj101,dolanjo02,dolan-001jos,1003363
Jarmon,Donald,818837.0,jarmd101,jarmodo01,jarmon000don,nan
Beck,Jordan,687597.0,beckj003,beckjo01,beck--001jor,nan
Finney,Lou,114140.0,finnl101,finnelo01,finney001lou,1004059
Lickert,John,117753.0,lickj101,lickejo01,licker001joh,1007597
Estrada,Marco,462136.0,estrm001,estrama01,estrad002mar,1118
Harris,Bill,819164.0,harrb117,harribi05,harris004bil,nan
Kouzmanoff,Kevin,450260.0,kouzk001,kouzmke01,kouzma001kev,5995
Conatser,Clint,112548.0,conac101,conatcl01,conats001cli,1002493
Toca,Jorge,150243.0,tocaj001,tocajo01,toca--001jor,1013093
Benes,Joe,110855.0,benej101,benesjo01,benes-001jos,1000830
Wheeler,Zelous,519412.0,wheez002,wheelze01,wheele001zel,8822
Swanson,Karl,123024.0,swank101,swanska01,swanso001kar,1012761
McCann,Gene,118543.0,mccag101,mccange01,mccann001hen,1008362
Perry,Jim,120442.0,perrj102,perryji01,perry-003jam,1010213
Connolly,Joe,112581.0,connj107,connojo04,connol001jos,1002532
Wright,Jaret,124605.0,wrigj002,wrighja02,wright001jar,415
Spencer,Tom,122583.0,spent102,spencto01,spence001hub,1012330
Brown,Emil,111548.0,browe001,brownem01,brown-001emi,1197
Meche,Gil,219194.0,mechg001,mechegi01,meche-001gil,1089
McGowin,Kyle,641851.0,mcgok002,mcgowky01,mcgowi000kyl,15071
Lyons,Toby,118056.0,lyont101,lyonsto01,lyons-001tob,1007889
Burke,Tim,111730.0,burkt001,burketi01,burke-001tim,1001692
Tong,Jonah,804636.0,tongj001,tongjo01,tong--000jon,nan
Sigman,Tripp,122225.0,sigmt101,sigmatr01,sigman001wes,1011963
Strohmayer,John,122883.0,stroj102,strohjo01,strohm001joh,1012626
Lysander,Rick,118058.0,lysar001,lysanri01,lysand001ric,1007890
Howard,Matt,116211.0,howam001,howarma01,howard001mat,1006086
Meyer,Max,676974.0,meyem001,meyerma01,meyer-000max,27474
Guth,Charlie,115259.0,guthc101,guthch01,guth--002cha,1005154
Rivera,Saúl,346800.0,rives001,riversa01,rivera001rab,2027
Myers,Elmer,119614.0,myere101,myersel01,myers-001elm,1009419
Perry,Gaylord,120438.0,perrg101,perryga01,perry-001gay,1010210
Bokelmann,Dick,111162.0,boked101,bokeldi01,bokelm001ric,1001133
Vaughn,Greg,123675.0,vaugg001,vaughgr01,vaughn001gre,1233
Paciorek,Jim,120155.0,pacij001,pacioji01,pacior001jam,1009936
Moya,Steven,570615.0,moyas001,moyast01,moya--001ste,11854
Weeks,Jemile,457789.0,weekj001,weeksje01,weeks-001jem,2498
Roser,Bunny,121471.0,roseb101,roserbu01,roser-001joh,1011219
Maier,Mitch,430574.0,maiem001,maiermi01,maier-001mit,5588
Garrison,Steve,477237.0,garrs002,garrist01,garris002ste,9869
Williamson,Howie,124352.0,willh101,williho01,willia001nat,1014003
Jones,,818707.0,,jones10,jones-165---,nan
Benzinger,Todd,110887.0,benzt001,benzito01,benzin001tod,1000859
Granger,Jeff,115040.0,granj001,grangje01,grange001jef,1004944
Kelley,Harry,116925.0,kellh101,kelleha01,kelley003har,1006773
Andreoli,John,607430.0,andrj001,andrejo03,andreo000joh,13012
Blair,Paul,111058.0,blaip101,blairpa01,blair-003pau,1001031
Bero,Johnny,110923.0,beroj101,berojo01,bero--001joh,1000895
Zuber,Tyler,676604.0,zubet001,zuberty01,zuber-000tyl,20379
Talbot,Bob,123079.0,talbb101,talbobo01,talbot002rob,1012812
McSweeney,Paul,118878.0,mcswp101,mcswepa01,mcswee001pau,1008693
Pace,Eddie,817899.0,paceg101,pacegr01,pace--002edd,nan
Walker,George,123822.0,walkg102,walkege01,walker002geo,1013518
Pérez,Carlos,120405.0,perec001,perezca01,perez-005car,1010179
Smith,Mark,122432.0,smitm004,smithma03,smith-006mar,540
Silvestri,Dave,122236.0,silvd001,silveda01,silves001dav,1011972
Richardson,Earl,817565.0,riche101,richaea01,richar000ear,nan
Hundley,Nick,460026.0,hundn001,hundlni01,hundle001nic,3376
Pasquella,Mike,120273.0,pasqm101,pasqumi01,pasque001mic,1010045
Van Egmond,Tim,123643.0,vanet001,vanegti01,vanegm001tim,1013354
Talton,Tim,123081.0,taltt101,taltoti01,talton001mar,1012815
Hooks,Alex,116126.0,hooka101,hooksal01,hooks-001ale,1006000
O'Brien,Darby,,obrid103,o'brida01,obrien002dar,1009686
Hampson,Justin,430618.0,hampj001,hampsju01,hampso001jus,2209
Bannister,Brian,446454.0,bannb001,bannibr01,bannis001bri,5718
Tupman,Matt,445584.0,tupmm001,tupmama01,tupman001mat,4381
Dorsett,Cal,113482.0,dorsc101,dorseca01,dorset001cal,1003417
Santorini,Al,121699.0,santa101,santoal01,santor001ala,1011444
Scheeren,Fritz,121783.0,schef104,scheefr01,scheer001fre,1011531
Brennan,Jack,111425.0,brenj102,brennji01,brenna002jac,1001390
Hockett,Oris,115998.0,hocko101,hockeor01,hocket001ori,1005877
Charboneau,Joe,112210.0,charj101,charbjo01,charbo001jos,1002156
Haase,Eric,606992.0,haase001,haaseer01,haase-000eri,14111
Tyler,Eddie,816868.0,tylee102,tylered01,tyler-000edd,nan
Sutko,Glenn,123003.0,sutkg001,sutkogl01,sutko-001gle,1012742
Davis,Chili,113099.0,davic001,davisch01,davis-013cha,1003041
Pompey,Dalton,592647.0,pompd001,pompeda01,pompey001dal,12797
Calhoun,Jeff,111877.0,calhj001,calhoje01,calhou001jef,1001835
Broberg,Pete,111491.0,brobp101,brobepe01,brober001pet,1001454
Johnson,Rob,453531.0,johnr009,johnsro07,johnso009rob,8029
Bevil,Brian,110966.0,bevib001,bevilbr01,bevil-001bri,1000939
Patton,Troy,461856.0,pattt001,pattotr01,patton001tro,8368
Swarzak,Anthony,461872.0,swara001,swarzan01,swarza001ant,7466
González,Miguel,646057.0,gonzm006,gonzami05,gonzal011mig,15675
Boone,George,111216.0,boong101,boonege01,boone-001geo,1001186
Howe,Shorty,116220.0,howes101,howesh01,howe--001sho,1006106
Frank,Fred,114380.0,franf102,frankfr01,frank-003fre,1004296
Wyrostek,Johnny,124638.0,wyroj101,wyrosjo01,wyrost001joh,1014314
North,Bill,119845.0,nortb101,northbi01,north-001wil,1009638
Foster,George,114333.0,fostg001,fostege01,foster002geo,1004250
Boehling,Joe,111143.0,boehj101,boehljo01,boehli001joh,1001115
Johnson,George,116591.0,johnc102,johnsch02,johnso005geo,1006435
Harper,Bill,115496.0,harpb101,harpebi01,harper003wil,1005375
Rondón,Angel,667373.0,ronda001,rondoan01,rondon002ang,22036
Rosa,Adonis,650738.0,rosaa004,rosaad01,rosa--000ado,17942
Rusteck,Dick,121576.0,rustd101,rustedi01,rustec001ric,1011325
Elder,George,113791.0,eldeg101,elderge01,elder-001geo,1003723
Kolb,Gary,117237.0,kolbg101,kolbga01,kolb--001gar,1007086
Linde,Lyman,117779.0,lindl101,lindely01,linde-001lym,1007620
Dixon,Johnnie Bob,819746.0,dixoj101,dixonjo01,dixon-003joh,nan
Linton,Doug,117800.0,lintd001,lintodo01,linton001dou,1662
Schmidt,Willard,121839.0,schmw101,schmiwi01,schmid001wil,1011589
Ryan,Jason,150042.0,ryanj001,ryanja04,ryan--002jas,1011340
Leicester,Jon,425484.0,leicj001,leicejo01,leices001jon,2092
Landrum,Ced,117457.0,landc001,landrce01,landru001ced,1007298
Wolfe,Ed,124511.0,wolfe101,wolfeed01,wolfe-001edw,1014188
McKay,Dave,118763.0,mckad101,mckayda01,mckay-001dav,1008579
Ogando,Alexi,468396.0,ogana001,ogandal01,ogando001ale,10261
Finley,Bob,114134.0,finlb102,finlebo01,finley001rob,1004056
Profar,Jurickson,595777.0,profj001,profaju01,profar001jur,10815
Snyder,George,122506.0,snydg101,snydege01,snyder003geo,1012246
Sleater,Lou,122324.0,sleal101,sleatlo01,sleate001lou,1012065
Bleach,Larry,820474.0,bleal101,bleacla01,bleach000lar,nan
Bergolla,William,430596.0,bergw001,bergowi01,bergol001wil,2152
Lonergan,Walter,117887.0,lonew101,lonerwa01,lonerg001wal,1007725
Lindsey,John,439664.0,lindj003,lindsjo01,lindse004joh,2279
Fette,Lou,114096.0,fettl101,fettelo01,fette-001lou,1004018
Sadowski,Bob,121613.0,sadob102,sadowbo02,sadows001rob,1011363
Bridges,Tommy,111458.0,bridt101,bridgto01,bridge002tho,1001421
Seoane,Manny,122004.0,seoam101,seoanma01,seoane002man,1011749
Connally,Fritzie,112568.0,connf001,connafr02,connal001fri,1002512
Hunter,Willard,116339.0,huntw102,huntewi01,hunter001wil,1006207
Wallace,Bo,816757.0,wallb102,wallabo02,wallac000bo-,nan
Noda,Ryan,676116.0,nodar001,nodary01,noda--000rya,23312
Meusel,Bob,119006.0,meusb101,meusebo01,meusel001rob,1008817
Cort,Barry,112705.0,cortb101,cortba01,cort--001bar,1002646
Zahniser,Paul,124736.0,zahnp101,zahnipa01,zahnis001pau,1014411
Moore,Jim,119303.0,moorj107,mooreji01,moore-016jam,1009114
Burke,Dan,111715.0,burkd101,burkeda01,burke-001dan,1001677
Vuckovich,Pete,123762.0,vuckp001,vuckope01,vuckov001pet,1013461
Mahan,Art,118155.0,mahaa101,mahanar01,mahan-001art,1007982
Nokes,Matt,119820.0,nokem001,nokesma01,nokes-001mat,1009615
Nolan,The Only,119821.0,nolae101,nolanth01,nolan-001the,1009618
Cooney,Bob,112647.0,coonb102,coonebo01,cooney002rob,1002585
Lee,Bill,117616.0,lee-b103,leebi02,lee---005wil,1007447
Milnar,Al,119155.0,milna101,milnaal01,milnar001alb,1008962
Díaz,Jairo,545064.0,diazj006,diazja01,diaz--003jai,12774
Greenwood,Bill,115110.0,greeb102,greenbi01,greenw001bil,1004984
Hill,Fred,819019.0,hillf102,hillfr01,hill--005fre,nan
Cunnane,Will,112940.0,cunnw001,cunnawi01,cunnan001wil,274
Hopkins,Marty,116142.0,hopkm102,hopkima01,hopkin001mer,1006016
Muñoz,Noe,477510.0,munon001,munozno01,munoz-001noe,1009329
James,Lefty,116485.0,jamel102,jamesle01,james-004wil,1006352
Pressnell,Tot,120756.0,prest101,pressto01,pressn001for,1010524
Suárez,José,817064.0,suarj101,suarejo02,suarez004jos,nan
Harrison,Vernon,819137.0,harrv103,harrive01,harris000ver,nan
Gusto,Ryan,687473.0,gustr001,gustory01,gusto-000rya,nan
Singer,Brady,663903.0,singb001,singebr01,singer000bra,25377
Miggins,Larry,119039.0,miggl101,miggila01,miggin001law,1008850
Marsh,,818349.0,marsu101,marsh04,marsh-003---,nan
Gile,Don,114787.0,giled101,giledo01,gile--001don,1004701
Sunkett,Pete,817057.0,sunkp101,sunkepe01,sunket000pet,nan
Buttrey,Ty,621142.0,buttt001,buttrty01,buttre000ty-,14719
Hajduk,Chet,115319.0,hajdc101,hajduch01,hajduk001che,1005214
Maroth,Mike,400077.0,marom001,marotmi01,maroth001mic,1508
Drake,Logan,113544.0,drakl101,drakelo01,drake-001log,1003479
Mallory,Jim,118202.0,mallj101,malloji01,mallor001jam,1008029
Foss,George,114323.0,fossg101,fossge01,foss--001geo,1004244
Dickey,R. A.,285079.0,dickr001,dicker.01,dickey001rob,1245
Lutenberg,Luke,118018.0,lutel101,lutenlu01,lutenb001luk,1007849
Moore,Anse,119284.0,moora102,moorean01,moore-001ans,1009087
Ring,Jimmy,121217.0,ringj101,ringji01,ring--001jam,1010972
Green,Pumpsie,115084.0,greep102,greenpu01,green-001eli,1005009
Kranepool,Ed,117293.0,krane101,kraneed01,kranep001edw,1007140
Stoner,Tobi,502621.0,stont001,stoneto01,stoner001tob,4591
Peraza,Oswaldo,120400.0,perao001,perazos01,peraza001osw,1010176
Muñiz,Carlos,444370.0,munic001,munizca01,muniz-001car,5878
Barraclough,Kyle,607457.0,barrk002,barraky01,barrac000kyl,13713
Karger,Ed,116842.0,karge101,kargeed01,karger001edw,1006699
Edwards,Mike,425855.0,edwam001,edwarmi02,edward002mic,1850
Hernon,Tom,115837.0,hernt101,hernoto01,hernon001tom,1005718
Ainge,Danny,110095.0,aingd101,aingeda01,ainge-001dan,1000091
Hockette,George,115999.0,hockg101,hockege01,hocket003geo,1005876
Schneck,Dave,121844.0,schnd102,schneda02,schnec001dav,1011593
Pattin,Marty,120300.0,pattm101,pattima01,pattin001mar,1010074
Milne,Pete,119156.0,milnp101,milnepe01,milne-001wil,1008966
Johnson,Randy,116616.0,johnr001,johnsra04,johnso004ran,1006495
Walters,Charlie,123893.0,waltc101,waltech01,walter001cha,1013584
Eubanks,Uel,113926.0,eubau101,eubanue01,eubank001uel,1003851
Neuer,John,119726.0,neuet101,neuerte01,neuer-001joh,1009522
Ermer,Cal,113885.0,ermec101,ermerca01,ermer-001cal,1003813
Dickerson,Corey,572816.0,dickc002,dickeco01,dicker001mck,10762
Koppe,Joe,117261.0,koppj101,koppejo01,koppe-001jos,1007108
Fowler,Jesse,114348.0,fowlj101,fowleje01,fowler001jes,1004271
Johnson,Bob,818770.0,johnb112,johnsbo05,johnso003bob,nan
Hutchinson,Chad,150454.0,hutcc001,hutchch01,hutchi002cha,1006236
Stein,Blake,133121.0,steib002,steinbl01,stein-002wil,632
Estrada,Thairo,642731.0,estrt001,estrath01,estrad000tha,16426
McCracken,Quinton,118609.0,mccrq001,mccraqu01,mccrac001qui,1377
